CODE	FACULTY	NAME	STUDENT_COUNT
SP2224	PdF	Support and development of visual functions and sensory perception in early and preschool age	18
SP2281	PdF	Teaching Practice 1 - OF	25
SP2282	PdF	Teaching Practice 2 - OF	16
SP2283	PdF	Teaching Practice 3 - OF	14
SP2330	PdF	Inclusive Education of Pupils with Behavioural Disorders	32
SP2331	PdF	Behavioral Disorders 1	33
SP2332	PdF	Behavioral Disorders 2	29
SP2334	PdF	Prevention and intervention in practice	32
SP2381	PdF	Teaching Practice 1 - PCH	31
SP2382	PdF	Teaching Practice 2 - PCH	30
SP2383	PdF	Teaching Practice 3 - PCH	30
SP2440	PdF	Disrupted Communication Ability of Children	26
SP2441	PdF	Disorders of Intellectual Development and ASD 1	28
SP2442	PdF	Disorders of Intellectual Development and ASD 2	26
SP2481	PdF	Teaching Practice 1 - ID-ASD	31
SP2482	PdF	Teaching Practice 2 - MI-ASD	26
SP2483	PdF	Professional experience continuous 3 - MP-PAS	25
SP2550	PdF	Simulation of Interventional Procedures for Individuals with Physical Disabilities	18
SP2551	PdF	Education of pupils with multiple disabilities 1	20
SP2552	PdF	Education of pupils with multiple disabilities 2	21
SP2553	PdF	Cerebral Palsy	25
SP2554	PdF	Interventions of Individuals with Epilepsy	21
SP2581	PdF	Teaching Practice 1 - VV	20
SP2582	PdF	Teaching Practice 2 - VV	20
SP2583	PdF	Teaching Practice 3 - VV	19
SP2710	PdF	Neurology for speech therapists	31
SP2711	PdF	Phonetics for speech therapists	32
SP2712	PdF	Diagnostics in the Field of Speech Therapy	32
SP2713	PdF	Secondary Communication Disorders	30
SP2714	PdF	Linguistics	52
SP2718	PdF	Speech Therapy Practice I	31
SP2728	PdF	Speech Therapy Practice II	50
SP2738	PdF	Speech Therapy Practice III	51
SP2770	PdF	Genetics of syndrome defects	31
SP2771	PdF	Hearing impairment compensation	31
SP2772	PdF	Special pedagogical diagnostics of individuals with hearing impairment	30
SP2773	PdF	Communication of Individuals with Dual Sensory Impairment	50
SP2781	PdF	Reflective Seminar on Teaching Practice I	31
SP2782	PdF	Reflective Seminar on Speech Therapy Practice II	50
SP2783	PdF	Reflective Seminar on Speech Therapy Practice III	51
SP2791	PdF	Early speech therapy and deaf intervention	31
SP2792	PdF	Speech intervention and Intervention of deaf children at pres-school age	32
SP2793	PdF	Speech and hearing impairment intervention in school age	49
SP2794	PdF	Speech and hearing impairment intervention in adult and senior age	51
SP2901	PdF	ADHD	73
SP2902	PdF	Functional seen	50
SP2903	PdF	Crisis Intervention	67
SP2904	PdF	Autism spectrum disorders	56
SP2905	PdF	Snoezelen	74
SP2906	PdF	Psychomotricity	46
SP2907	PdF	Art techniques in the intervention	7
SP2911	PdF	Language development assessment	0
SP2918	PdF	Teaching Practice - Specific Learning Disabilities	23
SP2920	PdF	Intervention - Special pedagogical Support and Intervention of People with Visual Impairment	39
SP2922	PdF	Basic diagnostic methods in the field of Vision Therapy	26
SP2934	PdF	Behavioral Approaches to Learning	54
SP2981	PdF	Reflective Seminar on Teaching Practice 1	143
SP2982	PdF	Reflective Seminar on Teaching Practice 2	119
SP2983	PdF	Reflective Seminar on Teaching Practice 3 - MP-PAS	115
SP2999	PdF	Internationalisation of the Field of Special Education	81
SP3000	PdF	Introduction to Medical Disciplines	262
SP3001	PdF	Sociology for Special Pedagogy	265
SP3002	PdF	Opthalmology	234
SP3003	PdF	Basics of Education of Individuals with Specific Learning Difficulties	152
SP3004	PdF	Neurology	205
SP3005	PdF	Pediatrics	113
SP3006	PdF	Psychiatry	207
SP3007	PdF	Research Methods in Special Education 1	228
SP3008	PdF	Single-subject research for Bachelor Thesis	150
SP3009	PdF	Pathopsychology 1	223
SP3010	PdF	Basics of Education of Speech Therapy	145
SP3017	PdF	ORL - Phoniatrics	202
SP3020	PdF	Basics of Education of Individuals with Visual Impairments	140
SP303E	PdF	Introduction to Education of Children with Emotional and Behavioral Difficulties E/Disorders	0
SP3030	PdF	Introduction to Education of Children with Emotional and Behavioral Difficulties/Disorders	155
SP3040	PdF	Basics of Education of Individuals with Intellectual Disabilities	188
SP3050	PdF	Social Work	136
SP3066	PdF	Special Education Disagnostics	179
SP3070	PdF	Basics of Education of Individuals with Hearing Impairments	140
SP3080	PdF	Basics of Education of Individuals with Physical Impairments	115
SP3081	PdF	Field: Rehabilitatting Physical Disabilities 1	10
SP3082	PdF	Field: Education of Individuals with Physical Impairments 2	9
SP3099	PdF	Inclusive Special Education	169
SP3100	PdF	Augmentative and Alternative Communication	38
SP3107	PdF	Speech and Language Therapy and Education of Individuals with Hearing Impairment	37
SP3111	PdF	Speech Therapy 1	48
SP3112	PdF	Speech Therapy 2	38
SP3113	PdF	Speech Therapy 3	51
SP3114	PdF	CzechPronunciation	35
SP3120	PdF	Basics of Education of Individuals with Visual Impairments	37
SP3121	PdF	Diagnostics in the Field of Visual Impairments	39
SP3122	PdF	Communication and Simulation Techniques in Educations of Individuals with Visual Disabilities	36
SP3127	PdF	Communication for Individuals with Visual and Hearing Impairments - introduction	38
SP3171	PdF	Hearing Impairments 1	46
SP3172	PdF	Hearing Impairments 2	40
SP3173	PdF	Hearing Impairments 3	50
SP3174	PdF	Inclusive education and the role of a teacher's assistant for children and pupils with hearing impai	40
SP3180	PdF	Basics of Education of Individuals with Physical Impairments	37
SP3181	PdF	Diagnostics in the Field of Physical Disabilities	39
SP3182	PdF	Communication and Simulation Techniques in Educations of Individuals with Physical Dysabilities	37
SP3600	PdF	Pupil with Special Educational Needs	223
SP3610	PdF	Speech Therapy	48
SP3611	PdF	Special Needs Education I	78
SP3613	PdF	Special Needs Education III	63
SP3620	PdF	Education of Students with Visually Impairments	5
SP3630	PdF	Characteristics and education of children with emotional and behavioral difficulties/disorders	38
SP3640	PdF	Education of Individuals with Intellectual Disabilities	66
SP3669	PdF	ICT - Special eduration	68
SP3670	PdF	Education of Students with Hearing Impairments	25
SP3680	PdF	Education of pupils with physical disability	19
SP3699	PdF	Inclusive Education	175
SP3810	PdF	Day - Release Teaching Practice - LS	49
SP3811	PdF	Teaching Practice 1 - L, S	49
SP3812	PdF	Teaching Practice 2 - LS	37
SP3815	PdF	Reflective Seminar on Teaching Practice 1 - L, S	47
SP3816	PdF	Reflective Seminar on Teaching Practice 2 - LS	38
SP3840	PdF	Day - Release Teaching Practice - P, E, So, Of	62
SP3841	PdF	Teaching Practice 1 - P, E, So, Of	55
SP3842	PdF	Teaching Practice 2 - P, E, So, Of	72
SP3845	PdF	Reflective Seminar on Teaching Practice 1 - P, E, So, Of	53
SP3846	PdF	Reflective Seminar on Teaching Practice 2 - P, E, So, Of	72
SP3882	PdF	Reflective Seminar on Practice in the Field of Special Education with Focus on Diagnostics	51
SP3883	PdF	Reflective Seminar on Practice in the Field of Special Education with Focus on Intervention	50
SP3892	PdF	Practice in the Field of Special Education with Focus on Diagnostics	51
SP3893	PdF	Practice in the Field of Special Education with Focus on Intervention	50
SP3900	PdF	Applied Methods of Social Work	74
SP3911	PdF	Field: Speech Therapy 1	59
SP3912	PdF	Field: Speech Therapy 2	48
SP3913	PdF	Methodology – Speech Therapy for Children with Delayed Speech Development	49
SP3919	PdF	Communication ability in the context of special educational needs	82
SP3921	PdF	Field: Education of Individuals with Visual Impairments 1	9
SP3922	PdF	Field: Teaching the Visually Impaired 2	6
SP3929	PdF	Partial Functions	82
SP3931	PdF	Field: Education of children with emotional and behavioral difficulties/disorders 1	43
SP3932	PdF	Field: Education of children with emotional and behavioral difficulties/disorders 1	41
SP3939	PdF	Aggression and Bullying	98
SP3941	PdF	Field: Education of Individuals with Intellectual Disabilities 1	57
SP3942	PdF	Field: Education of Individuals with Intellectual Disabilities 2	55
SP3949	PdF	Down Syndrome	63
SP3959	PdF	Basics of Autism spectrum disorders	63
SP3969	PdF	ICT in SEN	76
SP3971	PdF	Deaf Education 1	52
SP3972	PdF	Deaf Education 2	47
SP3973	PdF	Communication of hard of hearing and deaf people	41
SP3991	PdF	Practice in the Field of Special Education	39
SP3999	PdF	Internationalization of the Special Education Field	118
SP4040	PdF	Resilience Sources in Education	38
SP4041	PdF	Teaching of Pupils with SEN I - communication impairments and specific learning disabilities	43
SP4042	PdF	Teaching of Pupils with SEN II – behavioral disorders and intellectual disabilities	37
SP4043	PdF	Teaching of Pupils with SEN III - pupil with hearning, physical and visual impairment	13
SP4046	PdF	Support Measures for Pupils with Special Educational Needs	14
SP4091	PdF	Inclusive didactics I - functional literacy	37
SP4092	PdF	Inclusive didactics II - literacy of math and digital technologies	14
SP4093	PdF	Support and guidance in pre-vocational and vocational education	15
SP6001	PdF	Seminar on Teaching Practice 2	0
SP6002	PdF	Teaching Practice 2	22
SP6003	PdF	Teaching Practice 3	11
SP6004	PdF	Practice Reflection 2	0
SP6005	PdF	Teaching Practice 2	13
SP6006	PdF	Teaching Practice 3	0
Stud0001	PdF		26
Stud0003	PdF		82
Stud0004	PdF		8
Stud0005	PdF		5
Stud0006	PdF		22
Stud0007	PdF		13
Stud0008	PdF		0
Stud0009	PdF		0
Stud0010	PdF		0
SV_BP	PdF	Bachelor Thesis	0
SV_BPd	PdF	Bachelor Thesis - Completion	0
SV_BPp	PdF	Bachelor Thesis - Project	0
SV_DP	PdF	Diploma Thesis - Project	4
SV_DPd	PdF	Diploma Thesis - Completion	0
SV_DPp	PdF	Diploma Thesis - Project	1
SV4BP_EnPr	PdF	Environmental practicum	0
SV4BP_KZVT	PdF	Course selective (water sport tourism)	61
SV4BP_MPPA	PdF	Planning of the natural science activities	0
SZc0001	PdF	Introduction to the Study	31
SZc0002	PdF	Personality of the Teacher	31
SZc0003	PdF	Practice and reflection on practice in school 1	32
SZc0004	PdF	Reflection of practice outside school 1	31
SZc0005	PdF	Pupil's personality in school from a psychological perspective, teacher's psychohygiene	31
SZc0006	PdF	Developing professional competences for self-assessment and development planning	31
SZc0007	PdF	Methodological seminar for the final thesis	32
SZc0008	PdF	Planning and management of teaching	18
SZc0009	PdF	Evaluation of pupils' learning process and results	19
SZc0010	PdF	Psychological aspects of the learning process in the classroom	19
SZc0011	PdF	Practice and reflection on practice in school 2	20
SZc0012	PdF	Reflection of practice outside school 2	19
SZc0013	PdF	Development of professional competences to plan, conduct and evaluate teaching	19
SZc0027	PdF	Didactics of English Language and Literature 1	0
SZc0028	PdF	Didactics of English Language and Literature 2	0
SZc0030	PdF	Didactics of biology 1	0
SZc0031	PdF	Didactics of biology 2	0
SZc0033	PdF	Didactics of Czech Language and Literature 1	5
SZc0034	PdF	Didactics of Czech Language and Literature 2	3
SZc0036	PdF	Didactics of History 1	0
SZc0037	PdF	Didactics of History 2	0
SZc0039	PdF	Didactics of French Language and Literature 1	0
SZc0040	PdF	Didactics of French Language and Literature 2	0
SZc0042	PdF	Didactics of Physics 1	0
SZc0043	PdF	Didactics of Physics 2	0
SZc0045	PdF	Didactics of Geography 1	0
SZc0046	PdF	Didactics of Geography 2	0
SZc0048	PdF	Didactics of music education 1	0
SZc0049	PdF	Didactics of music education 2	0
SZc0051	PdF	Didactics of chemistry 1	7
SZc0052	PdF	Didactics of chemistry 2	5
SZc0054	PdF	Didactics of computer science 1	0
SZc0055	PdF	Didactics of computer science 2	0
SZc0057	PdF	Didactics of mathematics 1	5
SZc0058	PdF	Didactics of mathematics 2	4
SZc006	PdF	School Management	2
SZc0060	PdF	Didactics of German Language and Literature 1	0
SZc0061	PdF	Didactics of German Language and Literature 2	0
SZc0063	PdF	Didactics of Civic Education 1	7
SZc0064	PdF	Didactics of Civic Education 2	3
SZc0066	PdF	Didactics of Russian Language and Literature 1	0
SZc0067	PdF	Didactics of Russian Language and Literature 2	0
SZc0069	PdF	Didactics of health education 1	8
SZc007	PdF	Developmental Psychology	0
SZc0070	PdF	Didactics of health education 2	4
SZc0072	PdF	Didactics of art education 1	0
SZc0073	PdF	Didactics of art education 2	0
SZc008	PdF	Theory and Methodology of Education	0
SZc011	PdF	School Education	1
SZc012	PdF	Teaching Practice 2	0
SZc013	PdF		0
SZc014	PdF		0
SZc015	PdF	The Teaching of Mathematics 1	0
SZc016	PdF		0
SZc017	PdF	Didactics of Geography 1	0
SZc019	PdF		0
SZc020	PdF		0
SZc021	PdF		0
SZc022	PdF		0
SZc023	PdF		0
SZc024	PdF		0
SZc025	PdF	Didactics of the French language 1	0
SZc026	PdF		0
SZc027	PdF		0
SZc028	PdF		0
SZc029	PdF	Special and Inclusive Education	0
SZc031	PdF	Teaching Practice 3	57
SZc032	PdF	Educational and Psychology Diagnostics in Teaching Practice	0
SZc033	PdF	Research in the Educational Practice	0
SZc034	PdF		62
SZc035	PdF	The Teaching of Mathematics 2	13
SZc036	PdF		0
SZc037	PdF	Didactics of Geography 2	0
SZc038	PdF	Methodology of Czech language 2	3
SZc039	PdF		5
SZc040	PdF		6
SZc041	PdF		7
SZc042	PdF		0
SZc043	PdF		0
SZc044	PdF		1
SZc045	PdF	Didactics of the French language 2	0
SZc046	PdF		6
SZc047	PdF	Methodology - Health Education 2	6
SZc048	PdF	Didactics of Russian as foreign language	0
SZc049	PdF		0
SZc050	PdF		0
SZc052	PdF		4
SZc053	PdF		8
SZc057	PdF	Practice Reflection 1 - Pupil	0
SZc058	PdF		0
SZc059	PdF	Inclusive Education	57
SZc060	PdF	Basis of Educational Diagnostics	57
SZk1037a	PdF	Introduction to Philosophy	0
SZk1041a	PdF	Environmental Education	0
SZk1234a	PdF	Logic	0
SZ1037a	PdF	Introduction to Philosophy	0
SZ1041a	PdF	Environmental Education	0
SZ1048a	PdF	Introduction to Medical Disciplines	1
SZ1049a	PdF	Introduction to Health Education	7
SZ1064a	PdF	Special Education 2	0
SZ1234a	PdF	Logic	0
SZ2MP_PSNZ	PdF	Working with talented pupil	0
SZ3BP_MLKV	PdF	Multicultural Education	1
SZ6000	PdF	The Introduction into Education and Psychology	668
SZ6001	PdF	The Introduction into Education and Psychology Exercise	670
SZ6003	PdF	Developmental Psychology (Exercise)	614
SZ6004	PdF	Theory and Methodology of Education	629
SZ6005	PdF	Special and Inclusive Education	387
SZ6006	PdF	Research in the Educational Practice	446
SZ6007	PdF	Practice Teaching Assistant - Tutoring 1	2
SZ6008	PdF	Self-experience Preparation for the Profession I	415
SZ6009	PdF	Social Psychology (Exercise)	599
SZ6010	PdF	Basis of Educational Diagnostics	421
SZ6011	PdF	Self-experience Preparation for the Profession II	411
SZ6012	PdF	Educational Communication	500
SZ6013	PdF	Drama Education in Teaching Practice	49
SZ6014	PdF	Global Development Education in Teachers Preparation	43
SZ6015	PdF	Cross-curricular Subjects in the National Framework Programme	14
SZ6016	PdF	Methods of Respecting Education Training	41
SZ6018	PdF	Personal and Social Education	21
SZ6020	PdF	Specifics of Working in a Multiethnic Classroom	48
SZ6021	PdF	Social Pathology in Secondary Education	49
SZ6022	PdF	Values Education in Teaching Practice	29
SZ6023	PdF	Gifted Student's Education	48
SZ6026	PdF	The Introduction into Education and Psychology	161
SZ6028	PdF	Developmental Psychology (Exercise)	116
SZ6029	PdF	Theory and Methodology of Education	76
SZ6030	PdF	Special and Inclusive Education	61
SZ6031	PdF	Research in the Educational Practice	67
SZ6032	PdF	Practice Teaching Assistant - Tutoring 1	1
SZ6033	PdF	Self-experience Preparation for the Profession I	57
SZ6034	PdF	Social Psychology (Exercise)	120
SZ6035	PdF	Basis of Educational Diagnostics	68
SZ6037	PdF	Self-experience Preparation for the Profession II	59
SZ6038	PdF	Educational Communication	137
SZ6039	PdF	Educational Psychology (Exercise)	336
SZ6040	PdF	Teaching Practice 1	184
SZ6041	PdF	Seminar on Teaching Practice	252
SZ6042	PdF	School Education	359
SZ6046	PdF	Educational and Psychology Assessment in Teaching Practice (Exercise)	230
SZ6047	PdF	School Management	120
